STORENAME,WHICHCVS,ADDRESS,시도,구군
신북산천점,GS25,강원 춘천시 신북읍 장본길3 (산천리 291-3),강원도,춘천시
신철원점,GS25,강원 철원군 갈말읍 삼부연로6(신철원리 973-2),강원도,철원군
아야진해변점,GS25,강원 고성군 토성면 아야진해변길145 (아야진리 230-1),강원도,고성군
안목해맞이점,GS25,강원 강릉시 창해로14번길30 (견소동 287-85),강원도,강릉시
양구동면점,GS25,강원 양구군 동면 금강산로1688 (임당리 605-6),강원도,양구군
양구백두산점,GS25,강원 양구군 방산면 평화로5447 (송현리 463-6),강원도,양구군
양구상리점,GS25,강원 양구군 양구읍 양구새싹로22 (정림리 2-1),강원도,양구군
양구으뜸점,GS25,"강원 양구군 양구읍 사명길98, 1층 (상리 334-11)",강원도,양구군
양구정림점,GS25,"강원 양구군 양구읍 박수근로322, 상가 101호 (정림리 177, 보배아파트)",강원도,양구군
양구터미널점,GS25,강원 양구군 양구읍 관공서로21-24 (중리 10-20),강원도,양구군
양구해링턴점,GS25,강원 양구군 양구읍 금송로32 (상리 572),강원도,양구군
양구행복점,GS25,"강원 양구군 동면 펀치볼로65, 1층 (팔랑리 1460-1)",강원도,양구군
양덕원점,GS25,강원 홍천군 남면 양덕원로101 (양덕원리 259-16),강원도,홍천군
양양강현점,GS25,강원 양양군 강현면 동해대로3505 (정암리 448-8),강원도,양양군
양양기사문점,GS25,강원 양양군 현북면 기사문길45 (기사문리 89-23),강원도,양양군
양양동호점,GS25,"강원 양양군 손양면 선사유적로296, 1층 (동호리 133-8)",강원도,양양군
양양물치점,GS25,강원 양양군 강현면 동해대로3559 (물치리 66-12),강원도,양양군
양양북문점,GS25,강원 양양군 양양읍 북문길22-6 (구교리 62-1),강원도,양양군
양양서문점,GS25,강원 양양군 양양읍 양양로122-1(서문리 200-1),강원도,양양군
양양설해원점,GS25,강원 양양군 손양면 공항로230 (동호리 510-28),강원도,양양군
양양센텀마크점,GS25,"강원 양양군 양양읍 한고개길9, 1층 102호 (성내리 90-4)",강원도,양양군
양양손양점,GS25,"강원 양양군 손양면 손중로211-6, 1층 (하왕도리 303-3)",강원도,양양군
양양수자인점,GS25,"강원 양양군 양양읍 한고개길31-46, 상가 102호 (내곡리 152, 한양수자인아파트)",강원도,양양군
양양오색점,GS25,강원 양양군 서면 대청봉길107 (오색리 482-2),강원도,양양군
양양유화점,GS25,"강원 양양군 양양읍 동해대로2783, 1층 (청곡리 11-20)",강원도,양양군
양양정암점,GS25,강원 양양군 강현면 동해대로3371 (정암리 149-6),강원도,양양군
양양중앙점,GS25,강원 양양군 양양읍 양양로19 (남문리 3-50),강원도,양양군
양양터미널점,GS25,"강원 양양군 양양읍 동해대로2700, 1층 (송암리 696)",강원도,양양군
양양푸르미점,GS25,"강원 양양군 양양읍 남대천로99-14, 상가동 201호 (월리 449-1, 명지푸르미아파트)",강원도,양양군
양양현남점,GS25,"강원 양양군 현남면 동해대로603, 1층 (광진리 142-2)",강원도,양양군
엘리시안강촌CC점,GS25,강원 춘천시 남산면 북한강변길688 (백양리 29-1),강원도,춘천시
엘리시안강촌점,GS25,"강원 춘천시 남산면 북한강변길688, 1층 (백양리 29-1, 콘도)",강원도,춘천시
연세백운관점,GS25,"강원 원주시 흥업면 연세대길1, 백운관 118호 (매지리 1875)",강원도,원주시
연세청연학사점,GS25,"강원 원주시 흥업면 연세대길1, 2133호 (매지리 1875, 청연학사)",강원도,원주시
연세플라자점,GS25,"강원 원주시 흥업면 연세대길1, 116호 (매지리 1875, 연세플라자)",강원도,원주시
연세학생회관점,GS25,"강원 원주시 흥업면 연세대길1, 학생회관 150호 (매지리 1875)",강원도,원주시
영동대기숙사점,GS25,"강원 강릉시 공제로357, 신관 1층 (홍제동 1009, 예지인)",강원도,강릉시
영서본부점,GS25,"강원 원주시 시청로25, 1층, 102-2호, 102-3호, 102-4호, 102-5호 (무실동 1721-10)",강원도,원주시
영월고씨굴점,GS25,강원 영월군 김삿갓면 영월동로1121-8(진별리 506-14),강원도,영월군
영월극동점,GS25,강원 영월군 영월읍 하송로146-7 (하송리 410-1),강원도,영월군
영월남면점,GS25,강원 영월군 남면 조양마을길6-7 (연당리 932-5),강원도,영월군
영월동강점,GS25,"강원 영월군 영월읍 영월로2279, 1층(덕포리 199-5)",강원도,영월군
영월발전소점,GS25,강원 영월군 영월읍 중앙로236 (덕포리 672-12),강원도,영월군
영월별마로점,GS25,강원 영월군 영월읍영흥리 1002-1번지,강원도,영월군
영월삼거리점,GS25,강원 영월군 북면 원동재로6-1 (문곡리 1553-6),강원도,영월군
영월샛말점,GS25,강원 영월군 영월읍 은행나무길13 (하송리 43-7),강원도,영월군
영월세경대점,GS25,"강원 영월군 영월읍 하송로197, 2층 (하송리 산55, 세경대기숙사)",강원도,영월군
영월스타점,GS25,강원 영월군 영월읍 하송로120 (하송리 382-12),강원도,영월군
영월에듀타운점,GS25,강원 영월군 영월읍 봉래산로114 (영흥리 705-1),강원도,영월군
영월역점,GS25,강원 영월군 영월읍 영월로2103-1 (덕포리 497-9),강원도,영월군
영월주천점,GS25,"강원 영월군 주천면 송학주천로1436-1, 1층 일부 (주천리 886-3)",강원도,영월군
영월청령포점,GS25,강원 영월군 영월읍 청령포로12 (하송리 294-7),강원도,영월군
영월터미널점,GS25,강원 영월군 영월읍 중앙1로17-3(하송리 187-10),강원도,영월군
영진로타리점,GS25,강원 강릉시 연곡면 연주로150 (영진리 353-15),강원도,강릉시
영진해변점,GS25,"강원 강릉시 연곡면 해안로1445-1, 1,2층 (영진리 72-7)",강원도,강릉시
오션투유리조트점,GS25,강원 고성군 죽왕면 삼포해변길9 (삼포리 243-13),강원도,고성군
오크밸리CC점,GS25,강원 원주시 지정면 오크밸리1길66 (월송리 1061),강원도,원주시
오크밸리골프점,GS25,"강원 원주시 지정면 오크밸리1길66, 1층 (월송리 1016, 골프빌리지)",강원도,원주시
오크밸리스키점,GS25,"강원 원주시 지정면 오크밸리2길40, 스키빌리지 콘도D 지하1F (판대리 577-4)",강원도,원주시
와수터미널점,GS25,강원 철원군 서면 와수로173번길25(와수리 1141-1),강원도,철원군
용평그린피아점,GS25,강원 평창군 대관령면용산리 90-3번지 용평리조트그린피아콘도 2층,강원도,평창군
용평버치힐점,GS25,"강원 평창군 대관령면 올림픽로715 (용산리 130, 용평리조트용평콘도)",강원도,평창군
용평베르데힐점,GS25,강원 평창군 대관령면용산리 526-1번지 베르데힐콘도 C동 1층,강원도,평창군
우산북원점,GS25,강원 원주시 북원로2425번길25-1 (우산동 131-9),강원도,원주시
원주H타워점,GS25,"강원 원주시 혁신로19, 102호 (반곡동 1860-5)",강원도,원주시
원주IC점,GS25,강원 원주시 적동2길1 (태장동 2220),강원도,원주시
원주가곡점,GS25,강원 원주시 지정면 신지정로195-5 (가곡리 1383-1),강원도,원주시
원주경동원룸점,GS25,강원 원주시 문막읍 견훤로858 (후용리 502-2),강원도,원주시
원주경동타운점,GS25,강원 원주시 부론면 모산길5 (노림리 3-1),강원도,원주시
원주고점,GS25,"강원 원주시 개운로16, 상가동 101,102호 (개운동 581-3)",강원도,원주시
원주관설대로점,GS25,"강원 원주시 치악로1365, 1층 (관설동 1278, 관설동새마을금고)",강원도,원주시
원주관설점,GS25,강원 원주시 나비허리길118(관설동 1661-12),강원도,원주시
원주구곡점,GS25,강원 원주시 소방서길32 (명륜2동 821-12),강원도,원주시
원주귀래점,GS25,강원 원주시 귀래면 운남길20 (운남리 539-5),강원도,원주시
원주금대점,GS25,"강원 원주시 판부면 치악로1002, 1층 (금대리 1280-3)",강원도,원주시
원주기업도시점,GS25,강원 원주시 지정면 신지정로177-1 (가곡리 1397-1),강원도,원주시
원주기업반도점,GS25,"강원 원주시 지정면 조엄로397, 상가3동 107,108호 (가곡리 1470-1, 원주기업도시유보라아이비파크2단지)",강원도,원주시
원주기업캐슬점,GS25,"강원 원주시 지정면 가곡로70-1, 1층 106,107호 (가곡리 1534, 상가동)",강원도,원주시
원주남원로점,GS25,강원 원주시 남원로629(명륜1동 268),강원도,원주시
원주뉴에버빌점,GS25,"강원 원주시 단관길104-10, 1층 (단구동 1673-9)",강원도,원주시
원주뉴일산점,GS25,강원 원주시 남산로77 (일산동 347-37),강원도,원주시
원주뉴하이츠점,GS25,강원 원주시 단관공원길104 (단구동 851-60),강원도,원주시
원주뉴혁신부영점,GS25,강원 원주시 양지로160-2 (반곡동 1964-3),강원도,원주시
원주단계점,GS25,강원 원주시 장미공원길25-13 (단계동 848-3),강원도,원주시
원주단관청솔점,GS25,"강원 원주시 단구로414, 상가동 101호 (단구동 1684-1, 청솔4차아파트)",강원도,원주시
원주단구점,GS25,"강원 원주시 천매봉길116, 1층 (단구동 1532-1)",강원도,원주시
원주대복점,GS25,"강원 원주시 북원로2246번길59, 1층 (단계동 794-15)",강원도,원주시
원주동보점,GS25,"강원 원주시 시청로263, 상가동 101호 (명륜동 847-5, 동보노빌리티)",강원도,원주시
원주둥지점,GS25,강원 원주시 단구로319-1 (단구동 722-14),강원도,원주시
원주뜨란채점,GS25,"강원 원주시 시청로90-1, 상가동 103호,104호 (무실동 1651-1, 뜨란채아파트)",강원도,원주시
원주라온점,GS25,"강원 원주시 지정면 가곡로134, 상가동 1층 101호 (가곡리 1493, 원주기업도시라온프라이빗)",강원도,원주시
원주롯데캐슬점,GS25,"강원 원주시 지정면 가곡로50-1, 상가동 1층 108호 (가곡리 1537)",강원도,원주시
원주만대로점,GS25,"강원 원주시 만대로92, 상가동 101호 (무실동 1713-1, 무실주공5단지)",강원도,원주시
원주만종점,GS25,강원 원주시 호저면 원문로422 (만종리 312-4),강원도,원주시
원주명륜점,GS25,"강원 원주시 예술관길13, 상가동 101호 (명륜동 547, 원주삼성아파트)",강원도,원주시
원주무실원룸점,GS25,"강원 원주시 섬밭들1길24, 1층 (무실동 1671-5)",강원도,원주시
원주무실으뜸점,GS25,강원 원주시 시청로96 (무실동 1642-2),강원도,원주시
원주반곡점,GS25,"강원 원주시 늘품로197-1, 105호 (반곡동 1763, 현대프라자)",강원도,원주시
원주봉산점,GS25,강원 원주시 삼광2길16(봉산동 1194-1),강원도,원주시
원주봉화산점,GS25,"강원 원주시 백간공원길10, 102호 (단계동 1109-1)",강원도,원주시
원주봉황점,GS25,강원 원주시 봉황2길1 (반곡동 1967-9),강원도,원주시
원주비발디2호점,GS25,"강원 원주시 봉화로231, 상가동 102, 103호 (우산동 823, 한라비발디2차아파트)",강원도,원주시
원주비발디점,GS25,"강원 원주시 모란1길82, 상가동 101,102,103호 (우산동 818)",강원도,원주시
원주삼광점,GS25,강원 원주시 행구로83(봉산동 1198-18),강원도,원주시
원주상지원룸점,GS25,강원 원주시 상지대길34-14(우산동 123-1),강원도,원주시
원주상지으뜸점,GS25,"강원 원주시 북원로2485번길58, 1층 (우산동 237-16)",강원도,원주시
원주상지제일점,GS25,강원 원주시 상지대길57 (우산동 200-1),강원도,원주시
원주서곡점,GS25,"강원 원주시 판부면 남원로190, 1층 (서곡리 741-7)",강원도,원주시
원주성호점,GS25,"강원 원주시 치악로2045, 상가 104,105호 (태장동 129-9, 성호아파트)",강원도,원주시
원주소초으뜸점,GS25,"강원 원주시 소초면 치악로2476, 1층 (흥양리 1470)",강원도,원주시
원주애플점,GS25,강원 원주시 봉대길20 (행구동 1443-20),강원도,원주시
원주양월점,GS25,강원 원주시 앙월길4 (단구동 785),강원도,원주시
원주에이스점,GS25,"강원 원주시 능라동길48, 1층 101호 (무실동 1855-1)",강원도,원주시
원주연대점,GS25,"강원 원주시 흥업면 세동길51-1, 상가 101호(매지리 1934, 청솔아파트)",강원도,원주시
원주예향점,GS25,"강원 원주시 단관길165, 1층 (관설동 1689-12)",강원도,원주시
원주오성점,GS25,"강원 원주시 판부면 오성마을길63-13, 1층 (서곡리 2021-1)",강원도,원주시
원주오성타워점,GS25,강원 원주시 능라동길11 (무실동 1857-23),강원도,원주시
원주요진점,GS25,"강원 원주시 시청로64, 상가동 1층 105호, 106호 (무실동 1640, 요진보네르카운티아파트)",강원도,원주시
원주우미점,GS25,"강원 원주시 무실로455, 상가동 101호 (무실동 1868-6, 우미아파트)",강원도,원주시
원주운동장점,GS25,"강원 원주시 남원로562, 1층 (개운동 434-3)",강원도,원주시
원주원동점,GS25,강원 원주시 남산로15 (명륜1동 162-2),강원도,원주시
원주유보라점,GS25,"강원 원주시 지정면 조엄로393, 1층 113동 103호 104호 (가곡리 1476)",강원도,원주시
원주유승점,GS25,"강원 원주시 치악로1502, 1동 (단구동 1485-4)",강원도,원주시
원주으뜸점,GS25,"강원 원주시 서원대로410, 110호 (단구동 1512-3, 한솔프라자)",강원도,원주시
원주이편한점,GS25,"강원 원주시 봉화로65, 상가동 지층 01호 (단계동 1095-1, 봉화산이편한세상아파트)",강원도,원주시
원주인동점,GS25,"강원 원주시 중앙로38-1, 1층 (인동 25-14)",강원도,원주시
원주일번가점,GS25,강원 원주시 토지길12(단구동 1616-7),강원도,원주시
원주일산로점,GS25,강원 원주시 일산로51(일산동 12-24),강원도,원주시
원주일호점,GS25,강원 원주시 한지공원길196 (단계동 943-11),강원도,원주시
원주장양,GS25,"강원 원주시 북원로2870, 1층 (태장동 1898)",강원도,원주시
원주중앙로점,GS25,강원 원주시 중앙로112 (중앙동 71-11),강원도,원주시
원주천매점,GS25,"강원 원주시 천매봉길80, 1층 (단구동 1538-1)",강원도,원주시
원주청솔6차점,GS25,강원 원주시 관설동청솔6차아파트 상가동 101호,강원도,원주시
원주청솔점,GS25,"강원 원주시 늘품로6, 상가동 1층 104호 (단구동 1589-2, 청솔1차아파트)",강원도,원주시
원주치악로점,GS25,"강원 원주시 치악로1602, 7-11 원주치악로점 (단구동 146-17)",강원도,원주시
원주케이티점,GS25,"강원 원주시 동부순환로2, 1층 (단구동 1487-1)",강원도,원주시
원주클래스점,GS25,강원 원주시 영랑길14-1 (행구동 1710-10),강원도,원주시
원주태장대로점,GS25,"강원 원주시 현충로295, 101호(태장2동 2717, 요진보네르카운티아파트)",강원도,원주시
