대표식품코드,대표식품명,식품유형,식품분류(대),식품분류(중),식품분류(소),대표식품 내 전통식품수
103817,장,복합식품,조미식,장류,된장,49
103823,장과,복합식품,부식,나물류,기타,1
103824,장국냉면,복합식품,주식,면류,냉면,6
103825,장국밥,복합식품,주식,밥류,기타,1
103826,장국원미,복합식품,기타,기타,기타,1
103827,장국죽,복합식품,주식,죽류,죽,9
103829,장김치,복합식품,부식,김치,배추김치,17
103830,장누룩,복합식품,기타,기타,기타,8
103831,장떡,복합식품,기호식,떡류,지진떡,4
103832,장똑똑이,복합식품,기타,기타,기타,1
103834,장미꽃전,복합식품,부식,구이류,전,1
103835,장미화채,복합식품,기호식,음청류,화채,1
103836,장볶기,복합식품,조미식,장류,기타,2
103837,장사탕,복합식품,부식,국류,탕류,1
103838,장사포식해,복합식품,부식,젓갈류,식해,1
103839,장산적,복합식품,부식,구이류,적,8
103840,장선,복합식품,기타,기타,기타,2
103842,장송주,복합식품,주류,양조곡주,혼양곡주류,1
103844,장아찌,복합식품,기호식,한과류,정과,2
103847,장어고기국,복합식품,부식,국류,기타,1
103848,장어구이,복합식품,부식,구이류,구이,1
103849,장어죽,복합식품,주식,죽류,기타,1
103852,장육,복합식품,기타,기타,기타,1
103855,장조림,복합식품,기타,기타,기타,1
103856,장족편,복합식품,부식,회류,편육,1
103857,장짠지,복합식품,부식,김치,무김치,4
103858,장춘주,복합식품,주류,양조곡주,순곡주류,1
103859,장편육,복합식품,부식,회류,편육,1
103860,장포,복합식품,부식,장아찌류,기타,5
103861,재강죽,복합식품,주식,죽류,죽,2
103864,저염된장,복합식품,조미식,장류,기타,1
103865,저포탕,복합식품,부식,국류,맑은장국,2
103866,저피수정,복합식품,부식,회류,기타,2
103868,적복령편,복합식품,기호식,떡류,기타,1
103869,적석지수제비,복합식품,주식,면류,수제비,1
103870,적선소주,복합식품,주류,기타,기타,4
103872,전갱이젓,복합식품,부식,젓갈류,기타,1
103873,전골,복합식품,부식,전골류,전골,9
103877,전국장,복합식품,조미식,장류,된장,1
103878,전동화,복합식품,기타,기타,기타,1
103879,전라도지,복합식품,부식,김치,무김치,1
103880,전병,복합식품,기호식,떡류,지진떡,2
103882,전복,단일식품,부식,회류,생회,1
103885,전복구이,복합식품,부식,구이류,구이,1
103886,전복김치,복합식품,부식,김치,기타,5
103887,전복냉채,복합식품,부식,나물류,냉채,1
103889,전복숙,복합식품,기타,기타,기타,1
103890,전복쌈,복합식품,부식,장아찌류,기타,6
103891,전복장아찌,복합식품,부식,장아찌류,장아찌,6
103892,전복젓,복합식품,부식,젓갈류,발효젓,1
103893,전복조림,복합식품,부식,찜류,조림,1
103894,전복죽,복합식품,주식,죽류,죽,1
103896,전복찜,복합식품,부식,찜류,찜,6
103897,전복초,복합식품,부식,찜류,초,22
103900,전복회,복합식품,부식,회류,생회,3
103901,전숙란,복합식품,부식,회류,숙란,1
103902,전시,복합식품,조미식,장류,기타,1
103903,전시장,복합식품,조미식,장류,기타,3
103904,전약,복합식품,부식,회류,편육,13
103905,전약과,복합식품,부식,회류,편육,3
103907,전어회,복합식품,부식,회류,생회,1
103908,전유어,복합식품,부식,구이류,전,22
103910,전이과,복합식품,기호식,떡류,기타,1
103911,전자손초,복합식품,조미식,양념류,양념류,1
103912,전주식장,복합식품,조미식,장류,된장,3
103913,전주편,복합식품,기호식,떡류,찐떡,1
103915,전초튀김,복합식품,기타,기타,기타,1
103916,절면죽,복합식품,주식,죽류,죽,1
103917,절미된장찌개,복합식품,부식,전골류,찌개,1
103919,절식법,복합식품,기호식,음청류,음료류,1
103920,절육,복합식품,부식,장아찌류,기타,22
103922,절인고기,복합식품,기타,기타,기타,3
103925,절임달걀,복합식품,기타,기타,기타,1
103926,절임민어,복합식품,부식,장아찌류,기타,1
103930,채소절임볶음,복합식품,부식,찜류,볶음,1
103931,절주,복합식품,주류,양조곡주,순곡주류,4
103932,절편,복합식품,기호식,떡류,친떡,2
103933,점감주,복합식품,주류,양조곡주,순곡주류,6
103934,점복숙장아찌,복합식품,부식,장아찌류,장아찌,1
103935,점복쌈,복합식품,부식,구이류,전,1
103936,점복초,복합식품,부식,찜류,초,1
103937,점주,복합식품,주류,양조곡주,순곡주류,3
103938,접시꽃,복합식품,주류,양조곡주,순곡주류,1
103939,젓갈,복합식품,부식,젓갈류,발효젓,6
103940,젓갈조림,복합식품,부식,젓갈류,기타,1
103941,젓국지,복합식품,부식,김치,기타,4
103942,젓국찌개,복합식품,부식,전골류,찌개,7
103943,젓무,복합식품,부식,김치,야채김치,3
103944,정과,복합식품,기호식,한과류,정과,32
103947,정어리조림,복합식품,부식,찜류,조림,1
103948,정월장,복합식품,조미식,장류,기타,1
103949,정향,단일식품,기호식,음청류,기타,1
103950,정향주,복합식품,주류,양조곡주,순곡주류,3
103951,젖약재,복합식품,주류,양조곡주,순곡주류,1
103953,제물묵법,복합식품,부식,나물류,묵,1
103955,제밥,복합식품,주식,밥류,기타,1
103956,제백주,복합식품,주류,기타,기타,3
103957,제사김치,복합식품,부식,김치,무김치,1
103958,제수법,복합식품,기타,기타,기타,1
103961,제호탕,복합식품,기호식,음청류,음료류,6
103964,조개구이,복합식품,부식,구이류,구이,1
103966,조개깍두기,복합식품,부식,김치,무김치,1
103967,조개스프,복합식품,기타,기타,기타,1
103968,조개어채,복합식품,부식,회류,숙회,1
103969,조개전,복합식품,부식,구이류,전,2
103970,조개전골,복합식품,부식,전골류,전골,4
103971,조개전유어,복합식품,부식,구이류,전유어,5
103972,조개젓,복합식품,부식,젓갈류,발효젓,1
103973,조개찌개,복합식품,부식,전골류,찌개,1
103974,조개회,복합식품,부식,회류,생회,2
103976,조국,복합식품,주류,양조곡주,기타,3
103978,조기,단일식품,부식,회류,생회,7
103979,조기구이,복합식품,부식,구이류,구이,6
103980,조기국,복합식품,부식,국류,맑은장국,12
103981,조기국수,복합식품,주식,면류,국수,1
103985,조기자반,복합식품,부식,장아찌류,기타,4
103986,조기젓,복합식품,부식,젓갈류,발효젓,9
103987,조기조림,복합식품,부식,찜류,조림,2
103988,조기지짐이,복합식품,부식,구이류,구이,1
103989,조기찌개,복합식품,부식,전골류,찌개,5
103990,조기회,복합식품,부식,회류,생회,1
103992,조락법,복합식품,기타,기타,기타,2
103993,조란,복합식품,기호식,한과류,기타,14
103994,조리법,복합식품,부식,찜류,볶음,1
103995,조림장,복합식품,조미식,장류,기타,1
103997,조미료,복합식품,조미식,양념류,양념류,1
103998,조미음,복합식품,주식,죽류,미음,4
103999,조밥,복합식품,주식,밥류,흰밥,3
104000,조시루떡,복합식품,기호식,떡류,찐떡,1
104001,조유다식,복합식품,기호식,한과류,다식,1
104002,조이당,복합식품,기타,기타,기타,1
104003,조잡과설기떡,복합식품,기호식,떡류,찐떡,1
104004,조장,복합식품,조미식,장류,된장,1
104005,조죽,복합식품,주식,죽류,죽,2
104006,조청,복합식품,조미식,양념류,양념류,8
104007,조침젓,복합식품,부식,젓갈류,발효젓,1
104009,조홍화자,복합식품,기타,기타,기타,1
104010,조화생력물료,복합식품,기타,기타,기타,1
104013,족미차,복합식품,기호식,음청류,다류,1
104015,족병,복합식품,부식,회류,편육,6
104016,족볶기,복합식품,부식,찜류,볶음,3
104017,족볶음,복합식품,부식,찜류,볶음,1
104018,족장아찌,복합식품,부식,장아찌류,장아찌,1
104020,족채,복합식품,부식,회류,기타,4
104022,족편,복합식품,부식,회류,편육,20
104024,좁쌀,복합식품,기타,기타,기타,1
104025,좁쌀국수,복합식품,주식,면류,국수,1
104027,좁쌀미음,복합식품,주식,죽류,미음,3
104028,좁쌀밥,복합식품,주식,밥류,기타,1
104029,좁쌀엿,복합식품,기호식,한과류,기타,1
104030,좁쌀죽,복합식품,주식,죽류,죽,5
104032,좁쌀환,복합식품,기호식,음청류,기타,1
104033,종유주,복합식품,주류,양조곡주,순곡주류,1
104034,찰벼,기술,기타,기타,기타,1
104035,좌반,복합식품,부식,구이류,전,2
104036,주악,복합식품,기호식,떡류,지진떡,36
104037,주자독서환,복합식품,기타,기타,기타,1
104038,주저탕,복합식품,부식,국류,탕류,2
104039,주정,복합식품,기타,기타,기타,1
104040,죽,복합식품,주식,죽류,죽,15
104043,죽동주,복합식품,주류,기타,기타,1
104044,죽력고,복합식품,부식,찜류,조림,3
104045,죽력,복합식품,기타,기타,기타,1
104048,죽순,복합식품,기타,기타,기타,6
104056,죽순고사리떡,복합식품,기호식,떡류,기타,1
104057,죽순김치,복합식품,부식,김치,기타,1
104058,죽순나물,복합식품,부식,나물류,숙채,3
104060,죽순말림,복합식품,기타,기타,기타,7
104062,죽순생선국,복합식품,부식,국류,기타,1
104063,죽순절임,복합식품,기타,기타,기타,7
104064,죽순정과,복합식품,기호식,한과류,정과,6
104065,죽순조림,복합식품,기호식,한과류,정과,1
104066,죽순찜,복합식품,부식,찜류,찜,4
104067,죽순채,복합식품,부식,나물류,숙채,12
104068,죽순초무침,복합식품,부식,나물류,생채,1
104070,죽실밥,복합식품,주식,밥류,흰밥,1
104071,죽엽주,복합식품,주류,양조곡주,혼양곡주류,5
104072,죽엽춘,복합식품,주류,양조곡주,순곡주류,1
104073,죽절,복합식품,기타,기타,기타,1
104074,죽채저법,복합식품,부식,나물류,생채,1
104075,죽통주,복합식품,주류,양조곡주,순곡주류,2
104077,준순주,복합식품,주류,양조곡주,혼양곡주류,1
104078,준시,단일식품,기호식,떡류,찐떡,24
104079,준시단자,복합식품,기호식,떡류,찐떡,1
104080,준시만두,복합식품,주식,면류,만두,1
104081,준어젓,복합식품,부식,젓갈류,발효젓,1
104082,준치,단일식품,부식,회류,생회,1
104084,준치국,복합식품,부식,국류,맑은장국,6
104085,준치만두,복합식품,주식,면류,만두,4
104086,준치젓,복합식품,부식,젓갈류,발효젓,3
104087,준치조림,복합식품,부식,찜류,조림,2
104088,준치찜,복합식품,부식,찜류,찜,6
104090,줄풀순절임,복합식품,기타,기타,기타,1
104092,중계,복합식품,기타,기타,기타,2
104093,중등밥,복합식품,주식,밥류,흰밥,3
104094,중박계,복합식품,기호식,한과류,유밀과,5
104095,중배기,복합식품,기호식,한과류,유밀과,1
104096,중백기,복합식품,기호식,한과류,유밀과,4
104097,중세건반연사과,복합식품,기호식,한과류,유과,1
104098,쥐눈이콩,복합식품,기타,기타,기타,1
104101,즙저법,복합식품,부식,나물류,생채,1
104102,즙지이,복합식품,조미식,장류,된장,1
104103,증병,복합식품,기호식,떡류,찐떡,1
104104,증편,복합식품,기호식,떡류,찐떡,29
104105,지게미,기술,기타,보관법,,2
104107,가지지게미조림,복합식품,기타,기타,기타,1
104108,지게미게식해,복합식품,기타,기타,기타,1
104111,지게미김치,복합식품,부식,김치,기타,1
104114,마늘지게미절임,복합식품,기타,기타,기타,2
104115,지게미만두,복합식품,주식,면류,만두,1
104116,무지게미절임,복합식품,기타,기타,기타,2
104117,배추지게미절임,복합식품,기타,기타,기타,1
104118,부추지게미절임,복합식품,기타,기타,기타,1
104119,생강지게미절임,복합식품,기타,기타,기타,7
104120,지게미식초,복합식품,조미식,양념류,양념류,1
104122,지게미절임,복합식품,기타,기타,기타,1
104125,지골주,복합식품,주류,기타,기타,1
104126,지단,복합식품,조미식,양념류,고명류,1
104127,지레김치,복합식품,부식,김치,기타,1
104128,지모,복합식품,기타,기타,기타,1
104129,지유탕,복합식품,기타,기타,기타,1
104130,지주,복합식품,기타,기타,기타,6
104131,지짐,복합식품,부식,구이류,전,1
104132,지짐누르미,복합식품,부식,구이류,구이,1
104133,지짐떡,복합식품,기호식,떡류,지진떡,1
104134,지짐만두,복합식품,주식,면류,만두,1
104135,지짐유과,복합식품,기호식,한과류,유밀과,1
104136,지짐이,복합식품,부식,구이류,구이,1
104137,지황,복합식품,주류,양조곡주,순곡주류,6
104138,지황고자탕,복합식품,기호식,음청류,음료류,1
104139,지황뇌수차,복합식품,기호식,음청류,음료류,1
104140,지황주,복합식품,주류,양조곡주,순곡주류,9
104141,지황죽,복합식품,주식,죽류,죽,4
104143,진달래국수,복합식품,주식,면류,국수,1
104144,진달래꽃술,복합식품,주류,양조곡주,순곡주류,2
104145,진달래떡,복합식품,기호식,떡류,지진떡,1
104146,진달래술,복합식품,주류,양조곡주,혼양곡주류,2
104147,진달래화채,복합식품,기호식,음청류,화채,4
104148,진맥초,복합식품,조미식,양념류,양념류,1
104149,진빵,복합식품,기호식,떡류,찐떡,1
104150,진상주,복합식품,주류,양조곡주,순곡주류,4
104152,진자죽,복합식품,주식,죽류,죽,1
104153,진장,복합식품,조미식,장류,기타,2
104154,진주면,복합식품,주식,면류,기타,2
104155,진주장조림,복합식품,부식,찜류,조림,1
104156,진주춘주누룩,복합식품,주류,기타,기타,1
104157,진주탕,복합식품,부식,국류,탕류,2
104158,진초,복합식품,조미식,양념류,양념류,1
104159,진편포,복합식품,부식,장아찌류,기타,1
104160,진향주,복합식품,주류,양조곡주,순곡주류,1
104161,질경이씨,기술,주식,죽류,죽,1
104162,질경이잎죽,복합식품,부식,국류,기타,1
104163,질경이즙,복합식품,기타,기타,기타,1
104166,집성향주,복합식품,주류,양조곡주,순곡주류,2
104167,집장,복합식품,조미식,장류,기타,6
104168,짠된장,복합식품,조미식,장류,기타,1
104170,짠지,복합식품,부식,김치,기타,7
104171,짠지나물,복합식품,부식,나물류,기타,1
104174,쪽정과,복합식품,기호식,한과류,정과,4
104175,찐만두,복합식품,기호식,떡류,기타,1
104176,찜,복합식품,부식,찜류,찜,1
104177,차,단일식품,기호식,음청류,다류,11
104189,차수과,복합식품,기호식,음청류,기타,1
104190,차수수밥,복합식품,주식,밥류,흰밥,1
104192,차조기꿀,복합식품,주식,죽류,즙,1
104193,차조기떡,복합식품,기호식,떡류,친떡,1
104195,차조기술,복합식품,주류,양조곡주,혼양곡주류,3
104196,차조기씨기름,복합식품,조미식,양념류,양념류,4
104197,차조기씨죽,복합식품,주식,죽류,죽,2
104198,차조기엿,복합식품,조미식,양념류,양념류,1
104201,차조기죽,복합식품,주식,죽류,죽,8
104202,차조기차,복합식품,기호식,음청류,다류,1
104204,차조기탕,복합식품,기호식,음청류,음료류,1
104205,차조누룩,복합식품,기타,기타,기타,1
104206,차조미음,복합식품,주식,죽류,미음,3
104207,차조식초,복합식품,주류,기타,기타,2
104208,차조인절미,복합식품,기호식,떡류,친떡,1
104211,차주법,복합식품,주류,양조곡주,혼양곡주류,1
104212,찰경단,복합식품,기호식,떡류,삶은떡,1
104213,찰기장떡,복합식품,기호식,떡류,기타,1
104215,찰기장쌀죽,복합식품,주식,죽류,기타,1
104216,찰떡,복합식품,기호식,떡류,찐떡,4
104217,찰밥,복합식품,주식,밥류,흰밥,4
104219,찰시루떡,복합식품,기호식,떡류,찐떡,1
104220,찰전병,복합식품,기호식,떡류,지진떡,2
104221,찰전이과,복합식품,기호식,떡류,기타,1
104223,참기름,복합식품,조미식,양념류,양념류,12
104226,참기름장,복합식품,조미식,장류,기타,1
104227,참깨,단일식품,조미식,양념류,양념류,6
104228,참깨가루,복합식품,조미식,양념류,양념류,1
104229,참깨과자,복합식품,기타,기타,기타,1
104230,참깨냉국,복합식품,부식,국류,기타,1
104231,참깨다식,복합식품,기호식,한과류,다식,1
104232,참깨밀전병,복합식품,부식,구이류,전,1
104234,참깨장,복합식품,조미식,장류,기타,2
104235,참깨주,복합식품,주류,양조곡주,순곡주류,1
104236,참깨죽,복합식품,주식,죽류,죽,1
104237,참깨환,복합식품,조미식,양념류,양념류,1
104238,참담,복합식품,부식,회류,편육,1
104239,참무동치미,복합식품,부식,김치,무김치,1
104240,참무장,복합식품,조미식,장류,기타,1
104241,참새,단일식품,기타,기타,기타,4
104242,참새고기,단일식품,부식,구이류,구이,1
104243,참새구이,복합식품,부식,구이류,구이,4
104244,참새만두,복합식품,주식,면류,만두,1
104245,참새식해,복합식품,부식,젓갈류,식해,1
104246,참새자반,복합식품,부식,장아찌류,기타,2
104247,참새전,복합식품,부식,구이류,전,3
104249,참새젓갈,복합식품,부식,젓갈류,기타,2
104250,참새죽,복합식품,주식,죽류,죽,1
104251,참외,단일식품,기타,기타,기타,6
104254,참외씨기름,복합식품,조미식,양념류,양념류,1
104255,참외장아찌,복합식품,부식,장아찌류,장아찌,2
104256,참외절임,복합식품,기타,기타,기타,2
104257,참외탕,복합식품,부식,국류,토장국,1
104259,참조기젓,복합식품,부식,젓갈류,발효젓,1
104260,참죽경단,복합식품,기호식,떡류,삶은떡,1
104261,참죽나무순,복합식품,부식,나물류,숙채,1
104263,찹쌀,복합식품,기타,기타,기타,3
104264,찹쌀강정,복합식품,기호식,떡류,기타,1
104265,찹쌀갱미죽,복합식품,주식,죽류,죽,1
104266,찹쌀경단,복합식품,기호식,떡류,삶은떡,1
104267,찹쌀경단국,복합식품,부식,국류,맑은장국,1
104268,찹쌀고추장,복합식품,조미식,장류,고추장,9
104269,찹쌀다식,복합식품,기호식,한과류,정과,1
104270,찹쌀떡,복합식품,기호식,떡류,찐떡,1
104271,찹쌀떡튀김,복합식품,기호식,떡류,기타,1
104273,찹쌀미수가루,복합식품,기타,기타,기타,3
104275,찹쌀소주,복합식품,주류,증류주,순곡증류주,1
104276,찹쌀인절미구이,복합식품,기호식,떡류,기타,1
104277,찹쌀전병,복합식품,기호식,떡류,지진떡,1
104278,찹쌀즙,복합식품,주식,죽류,즙,1
104281,창란젓,복합식품,부식,젓갈류,발효젓,2
104282,창면,복합식품,기호식,음청류,화채,6
104283,창면화채,복합식품,기호식,음청류,화채,1
104284,창자찜,복합식품,부식,찜류,찜,1
104285,창증약,복합식품,기호식,음청류,기타,1
104286,창출,복합식품,기호식,음청류,다류,1
104287,창출주,복합식품,주류,양조곡주,혼양곡주류,2
104288,창출차,복합식품,기호식,음청류,다류,1
104289,창출환,복합식품,기타,기타,기타,1
104291,창포식초,복합식품,조미식,양념류,양념류,6
104292,창포식해,복합식품,부식,김치,기타,1
104293,창포주,복합식품,주류,기타,기타,8
104294,창포초,복합식품,조미식,양념류,양념류,1
104295,채과장아찌말림,복합식품,기타,기타,기타,1
104296,채김치,복합식품,부식,김치,무김치,4
104297,채깍두기,복합식품,부식,김치,무김치,2
104298,채상,복합식품,기타,기타,기타,1
104299,채소,복합식품,기타,기타,기타,4
104301,채소경단,복합식품,기호식,떡류,삶은떡,1
104302,채소고기볶음,복합식품,부식,찜류,볶음,1
104303,채소과,복합식품,기호식,한과류,유밀과,2
104304,채소만두,복합식품,주식,면류,만두,3
104305,채소말림,복합식품,기타,기타,기타,4
104306,채소부각,복합식품,부식,장아찌류,부각,1
104308,채소전,복합식품,부식,구이류,전,2
104309,채소전골,복합식품,부식,전골류,전골,5
104310,채소전유어,복합식품,부식,구이류,전유어,2
104311,채소절임,기술,부식,김치,기타,7
104312,채소지짐,복합식품,기호식,한과류,정과,1
104313,채소초절임,복합식품,기타,기타,기타,1
104314,채회,복합식품,부식,회류,기타,1
104315,책면,복합식품,기호식,음청류,화채,4
104316,천금미수가루,복합식품,기타,기타,기타,1
104317,천금주,복합식품,주류,양조곡주,혼양곡주류,2
104318,천금초,복합식품,기타,기타,기타,4
104321,천리육,복합식품,부식,구이류,구이,1
104323,천리찬,복합식품,기타,기타,기타,4
104324,천리초,복합식품,조미식,양념류,양념류,2
104325,천리포,복합식품,부식,장아찌류,기타,1
104326,천문동,단일식품,주류,양조곡주,혼양곡주류,5
104327,천문동정과,복합식품,기호식,한과류,정과,1
104328,천문동주,복합식품,주류,양조곡주,혼양곡주류,4
104329,천어잔생선,복합식품,부식,찜류,조림,1
104330,천엽만두,복합식품,주식,면류,만두,1
104331,천엽볶음,복합식품,부식,찜류,볶음,4
104332,천엽전,복합식품,부식,구이류,전유어,9
104334,천엽조치,복합식품,부식,전골류,찌개,1
104335,천엽즙,복합식품,주식,죽류,즙,1
104336,천엽회,복합식품,부식,회류,기타,1
104337,천일주,복합식품,주류,기타,기타,3
104338,천초,기술,기타,기타,기타,1
104339,천초유과,복합식품,기호식,한과류,유과,1
104340,천축주,복합식품,주류,기타,기타,2
104341,철유찬,복합식품,기타,기타,기타,1
104343,청각자반,복합식품,기타,기타,기타,1
104344,청감주,복합식품,주류,양조곡주,순곡주류,6
104345,청과말림,복합식품,기타,기타,기타,1
104346,청과장아찌,복합식품,기타,기타,기타,1
104347,청국장,복합식품,조미식,장류,청국장,11
104348,청귤,단일식품,기타,기타,기타,1
104350,청태콩절임,복합식품,기타,기타,기타,2
104351,청두스프,복합식품,기타,기타,기타,1
104352,청두즙,복합식품,주식,죽류,죽,1
104354,청둥오리국,복합식품,부식,국류,기타,1
104355,청량미,단일식품,기타,기타,기타,1
104356,청리,복합식품,기타,기타,기타,1
104357,청매경단,복합식품,기호식,떡류,삶은떡,1
104358,청매정과,복합식품,기호식,한과류,정과,6
104359,청명주,복합식품,주류,양조곡주,순곡주류,5
104360,청보리죽,복합식품,주식,죽류,죽,1
104361,청서주,복합식품,주류,양조곡주,순곡주류,5
104362,청어,단일식품,기타,기타,기타,2
104363,청어구이,복합식품,부식,구이류,구이,3
104365,청어선,복합식품,부식,찜류,선,4
104366,청어순대국,복합식품,부식,국류,탕류,1
104367,청어식해,복합식품,부식,젓갈류,식해,1
104368,청어전,복합식품,부식,구이류,전유어,2
104370,청어젓,복합식품,부식,젓갈류,발효젓,13
104371,청어조림,복합식품,부식,찜류,조림,1
104372,청어지짐이,복합식품,부식,전골류,찌개,1
104373,청어찜,복합식품,부식,찜류,찜,2
104375,청육장,복합식품,조미식,장류,된장,1
104376,청장,복합식품,조미식,장류,기타,20
104377,청정미,단일식품,기타,기타,기타,1
104378,청정미인절미,복합식품,기호식,떡류,친떡,1
104379,청정반방,복합식품,주식,밥류,기타,1
104380,청주,복합식품,주류,양조곡주,순곡주류,14
104381,청천백석차,복합식품,기호식,음청류,다류,4
104382,청태장,복합식품,조미식,장류,된장,8
104383,청태장아찌,복합식품,기타,기타,기타,1
104385,청태콩죽,복합식품,주식,죽류,죽,1
104386,청파탕,복합식품,부식,국류,토장국,1
104387,청포,복합식품,부식,나물류,묵,3
104388,청화주,복합식품,주류,양조곡주,순곡주류,1
104389,초,복합식품,주류,기타,기타,14
104393,초계탕,복합식품,부식,국류,냉국,8
104394,초고추장,복합식품,조미식,장류,고추장,5
104395,초교탕,복합식품,부식,국류,탕류,2
104396,초나물,복합식품,부식,나물류,기타,5
104397,초론,복합식품,부식,찜류,초,1
104401,초밀,복합식품,기타,기타,기타,1
104402,초백주,복합식품,주류,기타,기타,3
104403,초법,복합식품,주류,기타,기타,3
104405,초장,복합식품,조미식,장류,기타,27
104406,초전병,복합식품,부식,구이류,전,1
104407,초젓국,복합식품,부식,젓갈류,발효젓,3
104408,초주,복합식품,주류,기타,기타,1
104409,초콩,복합식품,기타,기타,기타,1
104411,초피떡,복합식품,기호식,떡류,기타,1
104413,촉초수제비,복합식품,주식,면류,수제비,1
104415,총각무깍두기,복합식품,부식,김치,무김치,1
104416,총계탕,복합식품,부식,국류,곰국,2
104417,총떡,복합식품,부식,구이류,전,1
104418,총명탕,복합식품,기호식,음청류,기타,1
104419,추국주,복합식품,주류,기타,기타,1
104422,추복탕,복합식품,부식,국류,탕류,2
104423,추어탕,복합식품,부식,국류,탕류,4
104425,추탕,복합식품,부식,국류,탕류,2
104426,추포탕,복합식품,부식,국류,탕류,7
104427,추향주,복합식품,주류,양조곡주,순곡주류,1
104428,춘주,복합식품,주류,기타,기타,4
104429,출전,복합식품,기호식,떡류,기타,1
104430,출주,복합식품,주류,양조곡주,혼양곡주류,2
104431,취나물,복합식품,부식,나물류,숙채,2
104432,취루면,복합식품,주식,면류,기타,1
104433,취쌈,복합식품,부식,장아찌류,기타,2
104434,취팔선,복합식품,기타,기타,기타,1
104438,측백나무잎미수가루,복합식품,기타,기타,기타,1
104441,측백나무탕,복합식품,기호식,음청류,다류,1
104443,치자꽃절임,복합식품,기타,기타,기타,2
104444,치자씨죽,복합식품,주식,죽류,죽,1
104445,치자주악,복합식품,기호식,떡류,지진떡,1
104446,치자편화채,복합식품,기호식,음청류,화채,1
104447,치즈,복합식품,조미식,양념류,양념류,2
104448,치즈튀김,복합식품,기타,기타,기타,1
104449,칠계탕,복합식품,부식,국류,탕류,3
104450,칠두주,복합식품,주류,양조곡주,순곡주류,2
104451,칠밥,복합식품,주식,밥류,기타,1
104453,칠양계,복합식품,부식,국류,탕류,1
104454,칠일된장,복합식품,조미식,장류,된장,1
104455,칠일주,복합식품,주류,양조곡주,순곡주류,13
104456,칠향계,복합식품,부식,국류,곰국,7
104457,칡,단일식품,기타,기타,기타,2
104459,칡가루떡,복합식품,기호식,떡류,기타,1
104460,칡가루죽,복합식품,주식,죽류,죽,5
104465,침장,복합식품,조미식,장류,기타,3
104467,침향,단일식품,기호식,음청류,기타,1
104468,칼국수,복합식품,주식,면류,국수,2
104469,콩,단일식품,기타,기타,기타,10
104470,콩가루,단일식품,기타,기타,기타,3
104471,콩가루다식,복합식품,기호식,한과류,다식,6
104472,콩가루떡,복합식품,기타,기타,기타,3
104473,콩가루만두피,복합식품,주식,면류,만두,1
104474,콩가루반죽튀김,복합식품,기타,기타,기타,1
104475,콩강정,복합식품,기호식,한과류,유과,8
104477,콩국,복합식품,부식,국류,맑은장국,4
104478,콩국냉면,복합식품,부식,국류,기타,1
104479,콩국수,복합식품,주식,면류,기타,2
104480,콩국화채,복합식품,기호식,음청류,화채,1
104482,콩꼬투리장,복합식품,조미식,장류,기타,1
104483,콩나물,복합식품,부식,나물류,숙채,8
104484,콩나물국,복합식품,부식,국류,맑은장국,5
104485,콩나물무침,복합식품,부식,나물류,숙채,3
104486,콩나물밥,복합식품,주식,밥류,흰밥,2
104487,콩나물볶음,복합식품,부식,찜류,볶음,2
104488,콩나물죽,복합식품,주식,죽류,죽,3
104489,콩나물지짐이,복합식품,부식,전골류,찌개,1
104490,콩나물탕,복합식품,부식,국류,맑은장국,1
104494,콩밥,복합식품,주식,밥류,흰밥,4
104496,콩시루떡,복합식품,기호식,떡류,찐떡,1
104497,콩엿,복합식품,기호식,한과류,기타,3
104499,콩잎국,복합식품,기타,기타,기타,1
104500,콩잎장,복합식품,조미식,장류,된장,2
104501,콩자반,복합식품,부식,장아찌류,기타,9
104502,콩장,복합식품,조미식,장류,기타,4
104503,콩주,복합식품,주류,양조곡주,순곡주류,1
104504,콩죽,복합식품,주식,죽류,죽,19
104505,콩즙,복합식품,조미식,장류,기타,1
104506,콩짠지,복합식품,부식,나물류,생채,1
104507,콩팥구이,복합식품,부식,구이류,구이,3
104508,콩팥볶음,복합식품,부식,찜류,볶음,2
104509,콩팥전골,복합식품,부식,전골류,전골,1
104510,콩팥회,복합식품,부식,회류,기타,1
104511,크림,복합식품,조미식,양념류,양념류,1
104513,타락,복합식품,기타,기타,기타,8
104514,타락죽,복합식품,주식,죽류,죽,12
104515,타래과,복합식품,기호식,한과류,유밀과,3
104516,탁주,복합식품,주류,양조곡주,순곡주류,24
104517,탄평채,복합식품,부식,나물류,묵,1
104518,탕,복합식품,부식,국류,탕류,5
104519,탕밥,복합식품,주식,밥류,기타,1
104520,탕저법,복합식품,기타,기타,기타,1
104521,탕평채,복합식품,부식,나물류,묵,8
104522,탕폐,복합식품,기타,기타,기타,1
104523,태각장,복합식품,조미식,장류,된장,1
104524,태극선,복합식품,부식,찜류,선,2
104527,토끼,기술,부식,찜류,찜,4
104531,토끼고기국,복합식품,부식,국류,기타,1
104532,토끼고기선지국,복합식품,부식,국류,곰국,1
104533,토끼고기찜,복합식품,기타,기타,기타,1
104534,토끼머리즙,기술,주식,죽류,즙,1
104535,토란,단일식품,기타,기타,기타,8
104538,토란견과찜,복합식품,부식,찜류,찜,1
104539,토란고기국,복합식품,부식,국류,기타,1
104540,토란구이,복합식품,부식,구이류,구이,1
