NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총 식이섬유(g),칼슘(㎎),철(㎎),인(㎎),셀레늄(㎍),레티놀(㎍),레티놀A효능,비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),비타민 C(㎎),총 아미노산(g),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인(㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),냉산가용성물질(㎎),회분(g),성분표출처,발행기관
1100,N000603-45-05,N000603,수산물,품목대표,참다랑어,2018,여수,5월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1101,N000603-33-02,N000603,수산물,품목대표,참다랑어,2018,부산,2월,수산물,어류,100,g,132,69.5,27.2,1.8,-,0.1,0,11,2.3,25,-,8,25,0.13,0.1,11.2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
1102,N000604-33-10,N000604,수산물,품목대표,참다랑어-기름살(육),2018,부산,10월,수산물,어류,100,g,-,-,23.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.8,1131,2226,1920,772,1081,975,311,1267,539,1732,859,291,1529,2082,3060,990,833,760,1482,-,-,-,-,-,-,-,수('2018),국립수산과학원
1103,N000605-33-10,N000605,수산물,품목대표,참다랑어-내장,2018,부산,10월,수산물,어류,100,g,-,-,19.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.5,898,1809,1476,537,942,821,290,1192,477,1517,885,231,1297,1776,2304,916,749,717,697,-,-,-,-,-,-,-,수('2018),국립수산과학원
1104,N000606-46-09,N000606,수산물,품목대표,참다랑어-등살(상),2018,여수(거문도),9월,수산물,어류,100,g,-,-,24.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.6,1018,1672,1888,580,842,1006,436,1131,1833,1227,680,67,1234,2029,2995,476,626,844,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1105,N000606-46-08,N000606,수산물,품목대표,참다랑어-등살(상),2018,여수(거문도),8월,수산물,어류,100,g,-,-,-,-,13.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1106,N000607-46-09,N000607,수산물,품목대표,참다랑어-등살(중),2018,여수(거문도),9월,수산물,어류,100,g,-,-,22.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,19.8,937,1578,1779,298,797,984,399,1044,1739,1194,653,145,1220,2139,2865,517,659,827,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1107,N000607-46-08,N000607,수산물,품목대표,참다랑어-등살(중),2018,여수(거문도),8월,수산물,어류,100,g,-,-,-,-,10.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1108,N000608-46-08,N000608,수산물,품목대표,참다랑어-등살(하),2018,여수(거문도),8월,수산물,어류,100,g,-,-,-,-,11.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1109,N000609-46-09,N000609,수산물,품목대표,참다랑어-뱃살(상),2018,여수(거문도),9월,수산물,어류,100,g,-,-,21.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.3,795,1373,1584,276,693,828,349,871,1631,1061,601,140,1057,1869,2467,458,572,710,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1110,N000609-46-08,N000609,수산물,품목대표,참다랑어-뱃살(상),2018,여수(거문도),8월,수산물,어류,100,g,-,-,-,-,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1111,N000610-46-09,N000610,수산물,품목대표,참다랑어-뱃살(중),2018,여수(거문도),9월,수산물,어류,100,g,-,-,23.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.9,822,1436,1607,253,715,894,361,909,1599,1101,629,134,1104,1974,2594,462,573,758,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1112,N000610-46-08,N000610,수산물,품목대표,참다랑어-뱃살(중),2018,여수(거문도),8월,수산물,어류,100,g,-,-,-,-,17.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1113,N000611-46-09,N000611,수산물,품목대표,참다랑어-뱃살(하),2018,여수(거문도),9월,수산물,어류,100,g,-,-,24.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.6,1112,1685,1912,342,850,978,414,1189,1938,1269,541,107,1289,1922,3059,520,670,767,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1114,N000611-46-08,N000611,수산물,품목대표,참다랑어-뱃살(하),2018,여수(거문도),8월,수산물,어류,100,g,-,-,-,-,11.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1115,N000612-33-10,N000612,수산물,품목대표,참다랑어-붉은살,2018,부산,10월,수산물,어류,100,g,-,-,24.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.7,1256,2210,2208,834,1177,1062,351,1529,593,1971,1059,321,1477,2387,3757,990,785,796,28,-,-,-,-,-,-,-,수('2018),국립수산과학원
1116,N000613-65-11,N000613,수산물,품목대표,참다슬기,2018,청평,11월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1117,N000613-03-11,N000613,수산물,품목대표,참다슬기,2018,경기,11월,수산물,패류,100,g,76,79.5,12.3,0.4,-,4.9,-,623,2.4,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,수('2018),국립수산과학원
1118,N000614-33-04,N000614,수산물,품목대표,참다슬기-국내산,2018,부산,4월,수산물,패류,100,g,-,-,-,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1119,N000615-33-04,N000615,수산물,품목대표,참다슬기-수입산,2018,부산,4월,수산물,패류,100,g,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1120,N000616-33-AVG,N000616,수산물,품목대표,참담치,2018,부산,평균,수산물,패류,100,g,-,-,-,-,1.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1121,N000616-33-05,N000616,수산물,품목대표,참담치,2018,부산,5월,수산물,패류,100,g,82,79.7,13.8,1.2,-,3.1,-,43,6.1,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,수('2018),국립수산과학원
1122,N000616-33-03,N000616,수산물,품목대표,참담치,2018,부산,3월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1123,N000616-01-09,N000616,수산물,품목대표,참담치,2018,강릉,9월,수산물,패류,100,g,-,-,10.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,197,486,541,193,253,357,136,216,351,71,288,32,440,881,1143,682,382,423,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1124,N000617-54-08,N000617,수산물,품목대표,참돌고래,2018,울산(고래연),8월,수산물,기타,100,g,-,-,-,-,2.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1125,N000618-ZZ-AVG,N000618,수산물,품목대표,참돔,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,33.8,4.2,5,219.5,42.3,342.7,-,수('2018),국립수산과학원
1126,N000618-45-06,N000618,수산물,품목대표,참돔,2018,여수,6월,수산물,어류,100,g,82,79.3,18.4,0.1,-,0.8,0,33,0.5,30,-,9,30,0.26,0.15,4.8,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
1127,N000618-33-06,N000618,수산물,품목대표,참돔,2018,부산,6월,수산물,어류,100,g,-,-,21.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.3,1031,1800,1856,405,944,980,409,1109,673,1302,765,121,1289,2416,3198,486,630,870,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1128,N000619-33-06,N000619,수산물,품목대표,참돔-알,2018,부산,6월,수산물,어류,100,g,-,-,7.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,390,708,515,195,303,327,104,470,162,579,434,141,521,520,1033,206,391,351,177,-,-,-,-,-,-,-,수('2018),국립수산과학원
1129,N000620-33-08,N000620,수산물,품목대표,참돔-양식산,2018,부산,8월,수산물,어류,100,g,-,-,-,-,6.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1130,N000620-02-09,N000620,수산물,품목대표,참돔-양식산,2018,거제,9월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1131,N000621-33-08,N000621,수산물,품목대표,참돔-자연산,2018,부산,8월,수산물,어류,100,g,-,-,-,-,4.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1132,N000621-02-09,N000621,수산물,품목대표,참돔-자연산,2018,거제,9월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1133,N000622-35-12,N000622,수산물,품목대표,참마자,2018,서울(한강),12월,수산물,어류,100,g,90,79.4,17.7,1.5,-,0.3,0,58,1.4,25,-,8,25,0.23,0.16,2.5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.1,수('2018),국립수산과학원
1134,N000623-72-03,N000623,수산물,품목대표,참문어-내장,2018,포항,3월,수산물,두족류,100,g,-,-,-,-,-,-,-,-,-,-,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1135,N000624-33-06,N000624,수산물,품목대표,참문어-다리,2018,부산,6월,수산물,두족류,100,g,-,-,13.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.9,663,988,1025,174,510,639,259,621,452,1009,423,13,768,1518,1968,470,634,709,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1136,N000625-33-06,N000625,수산물,품목대표,참문어-몸통,2018,부산,6월,수산물,두족류,100,g,-,-,16.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.3,831,1263,1338,187,640,697,309,771,527,1210,411,24,928,1808,2477,442,729,735,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1137,N000626-39-10,N000626,수산물,품목대표,참문어-소건품,2018,속초,10월,수산물,수산가공품,100,g,-,-,62.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,62,2983,5201,3965,1506,2286,2487,571,2702,1225,5891,2430,603,3224,5648,9200,3165,2305,2240,4389,-,-,-,-,-,-,-,수('2018),국립수산과학원
1138,N000627-33-10,N000627,수산물,품목대표,참붕어,2018,부산,10월,수산물,어류,100,g,118,74.7,16.4,5.1,-,0.1,0,983,2.5,105,-,32,105,0.09,0.14,3.4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.7,수('2018),국립수산과학원
1139,N000628-33-06,N000628,수산물,품목대표,참서대,2018,부산,6월,수산물,어류,100,g,-,-,17.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16,743,1347,1520,524,704,745,204,889,359,988,576,211,940,1277,2708,880,581,652,248,-,-,-,-,-,-,-,수('2018),국립수산과학원
1140,N000628-33-05,N000628,수산물,품목대표,참서대,2018,부산,5월,수산물,어류,100,g,84,79.1,18.6,0.4,0.4,0.5,-,19,1,10,-,3,10,0.12,0.22,2.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
1141,N000629-70-06,N000629,수산물,품목대표,참서대-염건품,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,107,72.7,22.5,1,1,0.6,-,480,2,4,-,1,4,0,0.13,0.8,-,21.1,949,1785,2058,488,940,1042,336,1031,628,1270,647,52,1376,2487,3523,602,872,989,341,-,-,-,-,-,-,3.2,수('2018),국립수산과학원
1142,N000630-ZZ-AVG,N000630,수산물,품목대표,참조기,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.8,42.3,220.6,-,수('2018),국립수산과학원
1143,N000630-33-05,N000630,수산물,품목대표,참조기,2018,부산,5월,수산물,어류,100,g,82,80.1,17.1,0.9,-,0.3,0,65,0.8,25,-,8,25,0.05,0.21,4.4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.6,수('2018),국립수산과학원
1144,N000630-33-04,N000630,수산물,품목대표,참조기,2018,부산,4월,수산물,어류,100,g,-,-,19.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.5,927,1615,1780,642,814,884,215,1009,378,1163,598,218,1110,1573,3383,876,575,739,93,-,-,-,-,-,-,-,수('2018),국립수산과학원
1145,N000630-33-03,N000630,수산물,품목대표,참조기,2018,부산,3월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1146,N000631-49-03,N000631,수산물,품목대표,참조기-근육,2018,영광,3월,수산물,어류,100,g,-,-,17.7,-,3.5,-,-,-,-,-,-,-,-,-,-,-,-,17.6,834,1502,1504,373,768,768,342,872,441,1050,566,45,1455,1755,3067,971,519,721,739,-,-,-,-,-,-,-,수('2018),국립수산과학원
1147,N000632-49-03,N000632,수산물,품목대표,참조기-알,2018,영광,3월,수산물,어류,100,g,-,-,22.9,-,6.2,-,-,-,-,-,-,-,-,-,-,-,-,21,1219,1910,1495,180,902,927,409,1278,739,1189,758,44,2098,1602,2939,857,1292,1132,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1148,N000633-71-06,N000633,수산물,품목대표,참조기-염건품,2018,통영(영광),6월,수산물,수산가공품,100,g,-,-,16.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.8,871,1435,1723,176,719,653,22,970,528,918,228,37,1178,1910,2818,496,650,530,142,-,-,-,-,-,-,-,수('2018),국립수산과학원
1149,N000633-49-03,N000633,수산물,품목대표,참조기-염건품,2018,영광,3월,수산물,수산가공품,100,g,332,32.6,44.4,15.2,-,0.4,0,68,14.4,0,-,0,0,0.19,0.18,13.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.4,수('2018),국립수산과학원
1150,N000633-33-06,N000633,수산물,품목대표,참조기-염건품,2018,부산,6월,수산물,수산가공품,100,g,-,-,-,-,9.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1151,N000634-62-06,N000634,수산물,품목대표,참조기-젓갈,2018,진주,6월,수산물,수산가공품,100,g,123,58.7,15.5,2.8,2.8,8,-,305,1,0,-,0,0,0,0.17,0,-,13.7,757,1203,903,168,703,507,188,801,326,412,554,130,1269,1351,2907,471,656,405,180,-,-,-,-,-,-,15,수('2018),국립수산과학원
1152,N000635-ZZ-AVG,N000635,수산물,품목대표,참홑파래-소건품,2018,전국(대표),평균,수산물,수산가공품,100,g,146,15.5,17.2,1.1,-,48.3,4.9,630,10.3,2100,-,0,2100,0.33,0.21,3.1,53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,수('2018),국립수산과학원
1153,N000636-33-05,N000636,수산물,품목대표,창꼴뚜기,2018,부산,5월,수산물,두족류,100,g,70,82.7,14.7,0.5,0.5,0.8,-,22,0.9,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
1154,N000637-33-03,N000637,수산물,품목대표,창자파래-소건품,2018,부산,3월,수산물,수산가공품,100,g,151,10.4,23.6,0.8,-,45.8,4.2,866,28.5,9580,-,0,9580,0.35,1.82,7.3,40,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.2,수('2018),국립수산과학원
1155,N000638-ZZ-AVG,N000638,수산물,품목대표,청각,2018,전국(대표),평균,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1156,N000638-53-05,N000638,수산물,품목대표,청각,2018,완도,5월,수산물,해조류,100,g,-,-,0.5,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,0.4,17,33,26,7,22,25,9,30,21,15,11,1,36,47,63,26,18,27,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1157,N000638-53-04,N000638,수산물,품목대표,청각,2018,완도,4월,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,0.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1158,N000638-33-05,N000638,수산물,품목대표,청각,2018,부산,5월,수산물,해조류,100,g,8,92.1,1.4,0.4,-,1.6,-,37,2.5,150,-,0,150,0.01,0.05,1.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.5,수('2018),국립수산과학원
1159,N000639-ZZ-AVG,N000639,수산물,품목대표,청각-소건품,2018,전국(대표),평균,수산물,수산가공품,100,g,137,10,13.8,0.8,-,43,-,0,0,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.6,수('2018),국립수산과학원
1160,N000639-85-10,N000639,수산물,품목대표,청각-소건품,2018,진도(조도),10월,수산물,수산가공품,100,g,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1161,N000640-24-10,N000640,수산물,품목대표,청멸,2018,남해중부-EEZ(97),10월,수산물,어류,100,g,200,66.6,17.1,13.6,13.6,0.1,-,871,2.1,-,0.22,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,수('2018),국립수산과학원
1162,N000640-22-10,N000640,수산물,품목대표,청멸,2018,남해중부-EEZ(104),10월,수산물,어류,100,g,-,-,16.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.1,658,1195,1101,199,708,666,283,691,418,892,483,42,1019,1295,2122,942,683,652,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1163,N000641-ZZ-AVG,N000641,수산물,품목대표,청보리멸,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,74.9,41.3,303.1,-,수('2018),국립수산과학원
1164,N000641-76-06,N000641,수산물,품목대표,청보리멸,2018,사천,6월,수산물,어류,100,g,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1165,N000641-70-06,N000641,수산물,품목대표,청보리멸,2018,"통영,알래스카산",6월,수산물,어류,100,g,-,-,20.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.4,967,1627,1979,633,822,839,220,972,426,1053,671,231,1032,1478,2915,867,574,714,376,-,-,-,-,-,-,-,수('2018),국립수산과학원
1166,N000641-45-AVG,N000641,수산물,품목대표,청보리멸,2018,여수,평균,수산물,어류,100,g,93,78.1,19.5,1.1,-,0.001,0,65,2.3,25,-,8,25,0.02,0.15,4.4,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
1167,N000642-33-11,N000642,수산물,품목대표,청상아리,2018,부산,11월,수산물,어류,100,g,-,-,20.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.2,904,1402,1760,484,780,860,219,859,478,1371,656,189,1258,1360,3110,1010,610,714,223,-,-,-,-,-,-,-,수('2018),국립수산과학원
1168,N000643-ZZ-AVG,N000643,수산물,품목대표,청새리상어,2018,전국(대표),평균,수산물,어류,100,g,101,77.5,18.5,2.4,-,0.1,0,15,0.8,25,-,8,25,0.09,0.12,1.5,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,수('2018),국립수산과학원
1169,N000644-ZZ-AVG,N000644,수산물,품목대표,청어,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.7,6.1,0,-,-,-,-,수('2018),국립수산과학원
1170,N000644-72-06,N000644,수산물,품목대표,청어,2018,포항,6월,수산물,어류,100,g,-,-,17.8,-,-,-,-,-,-,-,0.58,-,-,-,-,-,-,14.8,808,1229,1542,140,646,680,299,906,606,942,437,34,1002,1870,2102,395,573,609,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
1171,N000644-33-05,N000644,수산물,품목대표,청어,2018,부산,5월,수산물,어류,100,g,213,66.3,16.3,15.1,15.1,0.4,-,35,0.8,230,-,69,230,0.03,0.25,6.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,수('2018),국립수산과학원
1172,N000645-72-12,N000645,수산물,품목대표,청어-근육,2018,포항,12월,수산물,어류,100,g,-,-,-,-,9.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1173,N000646-33-05,N000646,수산물,품목대표,청어-동건품,2018,부산,5월,수산물,수산가공품,100,g,349,45.2,25.2,24.5,-,2.9,-,64,1.5,0,0.29,0,0,0,0,0,-,21.1,955,1848,1953,583,893,1002,426,1136,1265,1086,701,1088,1381,2108,3294,66,422,931,0,-,-,-,-,-,-,2.2,수('2018),국립수산과학원
1174,N000647-72-12,N000647,수산물,품목대표,청어-생식소,2018,포항,12월,수산물,어류,100,g,-,-,-,-,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1175,N000647-72-06,N000647,수산물,품목대표,청어-생식소,2018,포항,6월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1176,N000648-ZZ-AVG,N000648,수산물,품목대표,청어-알,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8.9,54.5,0,-,-,-,-,수('2018),국립수산과학원
1177,N000648-72-06,N000648,수산물,품목대표,청어-알,2018,포항,6월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,1.09,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1178,N000648-33-05,N000648,수산물,품목대표,청어-알,2018,부산,5월,수산물,어류,100,g,107,76,19.6,2.4,1.3,0.5,-,38,2.3,35,-,11,35,0.11,0.18,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,수('2018),국립수산과학원
1179,N000649-72-AVG,N000649,수산물,품목대표,청자갈치,2018,포항,평균,수산물,어류,100,g,-,-,-,-,1.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
1180,N000649-72-05,N000649,수산물,품목대표,청자갈치,2018,포항,5월,수산물,어류,100,g,71,83.7,13.6,1.4,-,0.1,-,343,2.2,118,-,36,118,0,0,0,-,12.9,569,1043,1180,448,553,620,250,628,300,784,467,699,807,1313,2041,47,466,637,0,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
1181,N000650-59-09,N000650,수산물,품목대표,청줄돔,2018,제주,9월,수산물,어류,100,g,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
