NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,에너지(㎉),수분(g),단백질(g),지방(g),지질-가식부 100g당,탄수화물(g),총 식이섬유(g),칼슘(㎎),철(㎎),인(㎎),셀레늄(㎍),레티놀(㎍),레티놀A효능,비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),비타민 C(㎎),총 아미노산(g),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),트립토판(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),타우린(㎎),글리신 베타인(㎎),호마린(㎎),트리고넬린(㎎),리보핵산(㎎),데옥시리보핵산(㎎),냉산가용성물질(㎎),회분(g),성분표출처,발행기관
71,N000041-33-06,N000041,수산물,품목대표,강도다리-알,2018,부산,6월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,1.01,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
72,N000042-33-10,N000042,수산물,품목대표,강준치,2018,부산,10월,수산물,어류,100,g,90,78.8,18.7,1.1,-,0.2,0,38,1.1,30,-,9,30,0.09,0.16,2.6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
73,N000043-61-05,N000043,수산물,품목대표,개도박,2018,진도,5월,수산물,해조류,100,g,-,-,5.1,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,4.2,195,312,236,175,179,191,89,235,77,446,118,8,309,398,596,230,155,222,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
74,N000044-84-AVG,N000044,수산물,품목대표,개량조개,2018,고창,평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
75,N000044-84-10,N000044,수산물,품목대표,개량조개,2018,고창,10월,수산물,패류,100,g,-,-,-,-,1.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
76,N000044-08-05,N000044,수산물,품목대표,개량조개,2018,군산,5월,수산물,패류,100,g,62,84,12,0.7,-,1.1,0,65,11,60,-,12,60,0.02,0.15,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.2,수('2018),국립수산과학원
77,N000045-ZZ-AVG,N000045,수산물,품목대표,개량조개-소건품,2018,전국(대표),평균,수산물,수산가공품,100,g,276,26.3,54.2,2,-,7,0,464,12,0,-,0,-,0.04,0.29,6.7,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.5,수('2018),국립수산과학원
78,N000046-33-11,N000046,수산물,품목대표,개복치,2018,부산,11월,수산물,어류,100,g,-,-,10.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.2,752,682,863,256,378,433,132,426,244,658,363,140,566,664,1461,463,280,389,123,-,-,-,-,-,-,-,수('2018),국립수산과학원
79,N000047-45-06,N000047,수산물,품목대표,개볼락,2018,여수,6월,수산물,어류,100,g,88,78.7,19.1,0.7,0.7,0.1,-,57,0.8,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
80,N000047-10-07,N000047,수산물,품목대표,개볼락,2018,기장,7월,수산물,어류,100,g,-,-,21.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.4,937,1617,2118,597,921,977,254,982,471,1168,799,226,1299,1654,3534,880,605,850,569,-,-,-,-,-,-,-,수('2018),국립수산과학원
81,N000048-ZZ-AVG,N000048,수산물,품목대표,개불,2018,전국(대표),평균,수산물,기타,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.9,19.8,0,103.3,34.1,281.9,-,수('2018),국립수산과학원
82,N000048-33-06,N000048,수산물,품목대표,개불,2018,부산,6월,수산물,기타,100,g,-,-,15.6,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,13,464,847,807,226,386,528,263,542,336,906,295,120,1514,1156,1894,1808,315,708,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
83,N000048-33-05,N000048,수산물,품목대표,개불,2018,부산,5월,수산물,기타,100,g,53,85.3,10.5,0.2,-,1.6,0,29,5.5,0,-,0,0,0.05,0.12,2.2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.4,수('2018),국립수산과학원
84,N000049-45-06,N000049,수산물,품목대표,개서대,2018,여수,6월,수산물,어류,100,g,85,79,19.2,0.4,0.4,0.001,-,34,0.8,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
85,N000050-ZZ-AVG,N000050,수산물,품목대표,개조개,2018,전국(대표),평균,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1125.8,64.7,0,187.6,64.9,431.6,-,수('2018),국립수산과학원
86,N000050-33-05,N000050,수산물,품목대표,개조개,2018,부산,5월,수산물,패류,100,g,64,82.6,10.9,0.6,0.6,3,-,83,6,0,-,0,0,0.02,0.2,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,수('2018),국립수산과학원
87,N000050-10-06,N000050,수산물,품목대표,개조개,2018,기장,6월,수산물,패류,100,g,-,-,15.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.4,572,955,1029,401,483,529,144,599,302,1356,548,213,856,1263,2106,1107,410,507,1091,-,-,-,-,-,-,-,수('2018),국립수산과학원
88,N000051-ZZ-AVG,N000051,수산물,품목대표,갯가재,2018,전국(대표),평균,수산물,갑각류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,615.1,415.1,9.1,-,-,-,-,수('2018),국립수산과학원
89,N000051-33-07,N000051,수산물,품목대표,갯가재,2018,부산,7월,수산물,갑각류,100,g,-,-,17.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.1,735,1406,1292,529,700,623,195,806,361,1984,630,243,918,1557,2775,979,527,573,346,-,-,-,-,-,-,-,수('2018),국립수산과학원
90,N000051-33-04,N000051,수산물,품목대표,갯가재,2018,부산,4월,수산물,갑각류,100,g,87,79.3,16.1,1.7,-,0.8,0,149,1.2,0,-,0,0,0.26,0.1,2.2,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,수('2018),국립수산과학원
91,N000052-68-06,N000052,수산물,품목대표,갯개미자리,2018,태안,6월,수산물,기타,100,g,-,-,2.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,60,90,70,7,35,54,24,90,93,63,37,13,74,122,225,33,78,55,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
92,N000053-ZZ-AVG,N000053,수산물,품목대표,갯장어,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,198.7,8.3,0,-,-,-,-,수('2018),국립수산과학원
93,N000053-70-AVG,N000053,수산물,품목대표,갯장어,2018,"통영,알래스카산",평균,수산물,어류,100,g,170,70.5,17.9,9.9,-,0.4,0,81,2.1,1800,-,540,1800,0.01,0.11,2.9,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
94,N000053-33-06,N000053,수산물,품목대표,갯장어,2018,부산,6월,수산물,어류,100,g,-,-,18.3,-,7.1,-,-,-,-,-,0.71,-,-,-,-,-,-,16.8,800,1441,1548,373,748,771,328,837,535,1062,610,2,1032,1745,2772,906,605,727,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
95,N000054-68-06,N000054,수산물,품목대표,갯질경이,2018,태안,6월,수산물,기타,100,g,-,-,1.3,-,0.5,-,-,-,-,-,-,-,-,-,-,-,-,1.2,53,84,72,16,54,52,24,75,70,60,35,8,68,125,212,34,135,55,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
96,N000055-33-05,N000055,수산물,품목대표,거북등안장멍게,2018,부산,5월,수산물,기타,100,g,66,84,7.4,1.5,-,5,0,38,2.4,0,-,0,0,0.03,0.16,1.8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,수('2018),국립수산과학원
97,N000056-33-05,N000056,수산물,품목대표,거북손,2018,부산,5월,수산물,갑각류,100,g,-,-,17.1,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,17,902,1478,1096,411,639,870,332,953,760,1232,575,484,1281,1440,2362,406,865,944,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
98,N000057-59-04,N000057,수산물,품목대표,검복,2018,제주,4월,수산물,어류,100,g,-,-,21.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,810,1565,1490,626,815,813,202,1045,471,1735,760,235,1289,1753,2729,1542,902,777,482,-,-,-,-,-,-,-,수('2018),국립수산과학원
99,N000057-33-07,N000057,수산물,품목대표,검복,2018,부산,7월,수산물,어류,100,g,-,-,-,-,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
100,N000057-01-06,N000057,수산물,품목대표,검복,2018,강릉,6월,수산물,어류,100,g,94,76.7,21.5,0.3,-,0.1,0,21,0.3,0,-,0,0,0.06,0.13,4.1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
101,N000058-33-06,N000058,수산물,품목대표,게르치,2018,부산,6월,수산물,어류,100,g,158,70.5,20.8,7.5,-,0.001,0,44,0.8,45,-,14,45,0.05,0.2,3.3,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
102,N000058-33-04,N000058,수산물,품목대표,게르치,2018,부산,4월,수산물,어류,100,g,-,-,22.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.9,1059,1913,2101,779,980,1040,255,1132,543,1305,812,237,1267,1795,3656,1039,675,899,423,-,-,-,-,-,-,-,수('2018),국립수산과학원
103,N000058-10-06,N000058,수산물,품목대표,게르치,2018,기장,6월,수산물,어류,100,g,-,-,-,-,1.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
104,N000059-ZZ-AVG,N000059,수산물,품목대표,고등어,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,41,12.4,0,-,-,-,-,수('2018),국립수산과학원
105,N000059-ZZ-09,N000059,수산물,품목대표,고등어,2018,전국(대표),9월,수산물,어류,100,g,-,-,-,-,17.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
106,N000059-75-09,N000059,수산물,품목대표,고등어,2018,서해,9월,수산물,어류,100,g,-,-,20.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.8,913,1440,1370,225,757,766,220,996,1121,1014,561,5,1112,1797,2362,852,650,670,105,-,-,-,-,-,-,-,수('2018),국립수산과학원
107,N000059-33-AVG,N000059,수산물,품목대표,고등어,2018,부산,평균,수산물,어류,100,g,183,68.1,20.2,10.4,-,0.001,0,26,1.6,75,-,23,75,0.18,0.46,8.2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
108,N000059-33-11,N000059,수산물,품목대표,고등어,2018,부산,11월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
109,N000059-33-09,N000059,수산물,품목대표,고등어,2018,부산,9월,수산물,어류,100,g,246,62.1,18.7,17.8,-,0.001,0,27,1.6,100,-,30,100,0.18,0.5,8.3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
110,N000059-33-07,N000059,수산물,품목대표,고등어,2018,부산,7월,수산물,어류,100,g,175,68.8,20.6,9.4,-,0.001,0,32,1.8,80,-,24,80,0.2,0.45,7.3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.2,수('2018),국립수산과학원
111,N000059-33-05,N000059,수산물,품목대표,고등어,2018,부산,5월,수산물,어류,100,g,146,70.3,22,5.5,-,0.3,0,17,1.7,75,-,23,75,0.15,0.47,7.6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,수('2018),국립수산과학원
112,N000059-33-03,N000059,수산물,품목대표,고등어,2018,부산,3월,수산물,어류,100,g,139,72.7,20.3,5.7,-,0.001,0,21,1.6,40,-,12,40,0.19,0.43,9.7,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
113,N000060-ZZ-AVG,N000060,수산물,품목대표,고등어-대,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,21.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
114,N000061-ZZ-AVG,N000061,수산물,품목대표,고등어-보통육,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,85.9,63.8,289.2,-,수('2018),국립수산과학원
115,N000062-ZZ-AVG,N000062,수산물,품목대표,고등어-세,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,10.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
116,N000063-ZZ-AVG,N000063,수산물,품목대표,고등어-소,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,17.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
117,N000064-70-06,N000064,수산물,품목대표,고등어-염건품,2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,171,67,21.3,8.3,8.3,0.6,-,30,2,0,-,0,0,0,0.17,7.3,-,20.4,980,1689,1947,183,870,1011,687,1087,1216,1142,642,28,1245,2431,3105,491,726,883,162,-,-,-,-,-,-,2.8,수('2018),국립수산과학원
118,N000065-ZZ-AVG,N000065,수산물,품목대표,고등어-염장품,2018,전국(대표),평균,수산물,수산가공품,100,g,172,54.2,26.9,6.2,-,0.1,0,39,2.9,30,-,9,30,0.12,0.32,6.8,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12.6,수('2018),국립수산과학원
119,N000066-ZZ-AVG,N000066,수산물,품목대표,고등어-중,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,19.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
120,N000067-70-06,N000067,수산물,품목대표,고등어-통조림(보일드),2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,207,65.9,18.3,13.7,-,0.3,-,94,1.3,0,-,0,-,0,0.09,5.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,수('2018),국립수산과학원
121,N000068-70-06,N000068,수산물,품목대표,고등어-통조림(조미),2018,"통영,알래스카산",6월,수산물,수산가공품,100,g,-,-,14,-,8.8,-,-,-,-,-,-,-,-,-,-,-,-,13.3,637,1072,1236,32,563,675,392,711,809,787,427,40,834,1634,1928,380,531,572,115,-,-,-,-,-,-,-,수('2018),국립수산과학원
122,N000069-ZZ-AVG,N000069,수산물,품목대표,고등어-혈합육,2018,전국(대표),평균,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144.3,93.6,226.3,-,수('2018),국립수산과학원
123,N000070-38-05,N000070,수산물,품목대표,고려홍어,2018,서해남부-EEZ(221),5월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,1.29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
124,N000070-38-03,N000070,수산물,품목대표,고려홍어,2018,서해남부-EEZ(221),3월,수산물,어류,100,g,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
125,N000071-61-04,N000071,수산물,품목대표,고리매,2018,진도,4월,수산물,해조류,100,g,-,-,2.9,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,2.3,99,183,133,20,109,107,48,132,91,128,67,1,222,245,314,139,94,114,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
126,N000072-72-05,N000072,수산물,품목대표,고무꺽정이,2018,포항,5월,수산물,어류,100,g,81,79.9,16.3,0.3,0.3,2.2,-,20,0.2,0,0.01,0,-,0,0,0,-,15.5,720,1335,1371,401,673,833,304,786,315,983,555,684,962,1646,2617,50,521,705,0,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
127,N000073-ZZ-AVG,N000073,수산물,품목대표,곰피,2018,전국(대표),평균,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
128,N000073-33-03,N000073,수산물,품목대표,곰피,2018,부산,3월,수산물,해조류,100,g,-,-,12.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11.2,434,753,636,312,524,580,175,522,165,443,352,157,1303,987,2447,633,351,516,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
129,N000074-45-09,N000074,수산물,품목대표,곱상어,2018,여수,9월,수산물,어류,100,g,164,72,16.2,10,-,0.3,0,6,2,700,-,210,700,0.04,0.05,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.5,수('2018),국립수산과학원
130,N000075-66-04,N000075,수산물,품목대표,곳체다슬기,2018,춘천,4월,수산물,패류,100,g,-,-,12.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.3,374,783,714,281,45,510,187,479,457,596,436,220,649,1084,1499,282,190,503,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
131,N000075-65-04,N000075,수산물,품목대표,곳체다슬기,2018,청평,4월,수산물,패류,100,g,-,-,-,-,-,-,-,-,-,-,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
132,N000075-31-11,N000075,수산물,품목대표,곳체다슬기,2018,문경,11월,수산물,패류,100,g,78,81.9,11.6,0.6,-,4,-,195,1.1,-,-,0,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.9,수('2018),국립수산과학원
133,N000075-03-11,N000075,수산물,품목대표,곳체다슬기,2018,경기,11월,수산물,패류,100,g,-,-,-,-,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
134,N000076-39-10,N000076,수산물,품목대표,관절매물고둥,2018,속초,10월,수산물,패류,100,g,-,-,16.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.3,690,1272,1115,420,591,608,154,674,310,1505,552,257,909,1413,2372,1168,1130,561,639,-,-,-,-,-,-,-,수('2018),국립수산과학원
135,N000076-07-AVG,N000076,수산물,품목대표,관절매물고둥,2018,구룡포,평균,수산물,패류,100,g,104,74.2,17.7,1.1,-,4.5,0,94,2.3,10,-,0,10,0.15,0.24,2.4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.5,수('2018),국립수산과학원
136,N000077-93-10,N000077,수산물,품목대표,광동홍어,2018,남해서부-EEZ(239),10월,수산물,어류,100,g,103,74,23.5,0.3,-,0.1,-,140,0.7,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.1,수('2018),국립수산과학원
137,N000077-36-05,N000077,수산물,품목대표,광동홍어,2018,서해남부-EEZ(212),5월,수산물,어류,100,g,-,-,-,-,-,-,-,-,-,-,0.62,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
138,N000077-19-10,N000077,수산물,품목대표,광동홍어,2018,남해서부-EEZ(242),10월,수산물,어류,100,g,-,-,23.5,-,0.4,-,-,-,-,-,-,-,-,-,-,-,-,20,869,1521,1642,550,810,950,390,888,714,1406,624,64,1229,1906,3010,1574,947,931,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
139,N000078-76-03,N000078,수산물,품목대표,괴도라치,2018,사천,3월,수산물,어류,100,g,-,-,-,-,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
140,N000078-72-06,N000078,수산물,품목대표,괴도라치,2018,포항,6월,수산물,어류,100,g,74,81.3,17.2,0.1,-,0.001,0,84,0.6,45,-,14,45,0.06,0.1,4.1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
141,N000079-33-06,N000079,수산물,품목대표,구갈돔,2018,부산,6월,수산물,어류,100,g,89,77.9,20.4,0.3,-,0.001,0,52,1,20,-,6,20,0.13,0.15,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
142,N000080-ZZ-AVG,N000080,수산물,품목대표,구멍갈파래,2018,전국(대표),평균,수산물,해조류,100,g,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
143,N000080-61-06,N000080,수산물,품목대표,구멍갈파래,2018,진도,6월,수산물,해조류,100,g,-,-,-,-,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
144,N000080-53-12,N000080,수산물,품목대표,구멍갈파래,2018,완도,12월,수산물,해조류,100,g,-,-,4.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.9,150,292,206,41,189,191,60,227,97,254,119,14,320,497,541,239,250,193,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
145,N000081-53-12,N000081,수산물,품목대표,구멍갈파래-소건품,2018,완도,12월,수산물,수산가공품,100,g,-,-,-,-,21.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,수('2018),국립수산과학원
146,N000082-08-05,N000082,수산물,품목대표,국매리복,2018,군산,5월,수산물,어류,100,g,91,77.4,20.7,0.3,-,0.2,-,8,2,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
147,N000083-33-03,N000083,수산물,품목대표,군소,2018,부산,3월,수산물,기타,100,g,-,-,7.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,222,431,351,176,209,230,63,297,168,747,217,76,410,681,1073,786,491,312,108,-,-,-,-,-,-,-,수('2018),국립수산과학원
148,N000083-33-02,N000083,수산물,품목대표,군소,2018,부산,2월,수산물,기타,100,g,36,90.1,5.8,1,-,0.5,0,109,1.7,0,-,0,0,0.02,0.04,2.6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.6,수('2018),국립수산과학원
149,N000084-33-05,N000084,수산물,품목대표,군평선이,2018,부산,5월,수산물,어류,100,g,-,-,16.1,-,2.1,-,-,-,-,-,-,-,-,-,-,-,-,15.7,754,1328,1504,388,697,712,338,834,417,962,486,60,1013,1609,2646,790,519,658,0,-,-,-,-,-,-,-,수('2018),국립수산과학원
150,N000084-33-03,N000084,수산물,품목대표,군평선이,2018,부산,3월,수산물,어류,100,g,103,77.4,18.5,2.6,-,0.2,0,50,1.1,70,0.41,21,70,0.15,0.2,4.6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
151,N000085-33-10,N000085,수산물,품목대표,궁제기서대,2018,부산,10월,수산물,어류,100,g,-,-,19.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.6,901,1503,1836,524,784,813,198,929,422,1111,572,213,1076,1908,3030,889,649,730,569,-,-,-,-,-,-,-,수('2018),국립수산과학원
152,N000085-33-03,N000085,수산물,품목대표,궁제기서대,2018,부산,3월,수산물,어류,100,g,91,78.4,18.9,1.2,-,0.1,0,92,1.2,25,-,8,25,0.12,0.18,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.4,수('2018),국립수산과학원
153,N000086-33-07,N000086,수산물,품목대표,그물베도라치,2018,부산,7월,수산물,어류,100,g,107,74.8,22,1.2,-,0.7,0,40,1.2,35,-,11,35,0.08,0.12,2.9,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.3,수('2018),국립수산과학원
